-0.0121003	-0.0121005	0.000399675	0.0004
-0.0112594	-0.0117972	0.000499171	0.0005
-0.0102732	-0.0120007	0.000499799	0.0005
-0.0092244	-0.0119511	0.0005491	0.00055
-0.00823508	-0.0120505	0.000449774	0.00045
-0.00728855	-0.0120001	0.000498925	0.0005
-0.00624127	-0.0119512	0.000548906	0.00055
-0.00524629	-0.0120499	0.00045	0.00045
-0.00430151	-0.0119619	0.000498965	0.0005
-0.00330236	-0.0119456	0.000499867	0.0005
-0.00230453	-0.0120004	0.000499021	0.0005
-0.00125743	-0.0119511	0.000548702	0.00055
-0.000210422	-0.0120003	0.000499338	0.0005
0.000909551	-0.0120003	0.000499966	0.0005
0.00190928	-0.0120004	0.000498996	0.0005
0.00299991	-0.0119003	0.00059957	0.0006
0.00402763	-0.0120503	0.000449558	0.00045
0.005017	-0.0119505	0.000549294	0.00055
0.00606392	-0.0120013	0.000503964	0.0005
0.00695158	-0.0121005	0.000399223	0.0004
0.00783934	-0.0120006	0.000499322	0.0005
0.0098058	-0.0120001	0.000499459	0.0005
0.0108523	-0.0119511	0.000549161	0.00055
0.0119509	-0.0119499	0.000549708	0.00055
-0.0120501	-0.011254	0.000449882	0.00045
-0.0112639	-0.0109032	0.000399806	0.0004
-0.0103758	-0.011007	0.000498763	0.0005
-0.00942884	-0.0109783	0.000449238	0.00045
-0.00856034	-0.0112121	0.000449204	0.00045
-0.00772388	-0.0108832	0.000449221	0.00045
-0.006793	-0.0110606	0.000499643	0.0005
-0.00487026	-0.0111311	0.00049823	0.0005
-0.00387459	-0.0110477	0.000499187	0.0005
-0.00276108	-0.0111669	0.000448167	0.00045
-0.0018619	-0.0111617	0.000449757	0.00045
-0.000647345	-0.0110986	0.000499944	0.0005
0.000349569	-0.0111724	0.000500656	0.0005
0.00134687	-0.0111007	0.000499477	0.0005
0.00234307	-0.0110203	0.000499388	0.0005
0.00370859	-0.0110655	0.000499266	0.0005
0.00474152	-0.0108854	0.000549459	0.00055
0.00577732	-0.0110449	0.000498597	0.0005
0.00669265	-0.011293	0.000449464	0.00045
0.00756896	-0.0110923	0.000448939	0.00045
0.00931381	-0.0111846	0.000449194	0.00045
0.0102565	-0.0110901	0.00049928	0.0005
0.0120504	-0.0109539	0.000449424	0.00045
-0.0119504	-0.0102644	0.000548527	0.00055
-0.0108304	-0.0100107	0.000599753	0.0006
-0.00988201	-0.0102617	0.000399938	0.0004
-0.00877924	-0.0102956	0.0005597	0.0005
-0.00726366	-0.0101113	0.000449799	0.00045
-0.00631844	-0.0101815	0.000499941	0.0005
-0.00532088	-0.0102389	0.000499599	0.0005
-0.00443409	-0.0103506	0.000399559	0.0004
-0.00319948	-0.0103815	0.000449054	0.00045
-0.00228413	-0.0103674	0.000449898	0.00045
-0.00133554	-0.0103733	0.000498878	0.0005
-0.000268311	-0.0102295	0.000450295	0.00045
0.000727636	-0.0101949	0.000549453	0.00055
0.00177594	-0.0101964	0.000499346	0.0005
0.00304847	-0.0103125	0.000499444	0.0005
0.00402823	-0.0101162	0.000497885	0.0005
0.00560877	-0.0100603	0.000499188	0.0005
0.00662837	-0.0103012	0.000548795	0.00055
0.00767809	-0.0101509	0.000501774	0.0005
0.00846089	-0.0107711	0.000499277	0.0005
0.00928817	-0.0102852	0.000449995	0.00045
0.0102102	-0.0101989	0.000398832	0.0004
0.0110649	-0.0104592	0.000499385	0.0005
-0.0119008	-0.00911815	0.000598282	0.0006
-0.00993952	-0.00936998	0.00049916	0.0005
-0.00899152	-0.0093775	0.000449654	0.00045
-0.00805775	-0.00968932	0.000447866	0.00045
-0.00678154	-0.00929553	0.000499036	0.0005
-0.00578355	-0.00933768	0.000498177	0.0005
-0.00478564	-0.00939573	0.000499235	0.0005
-0.00383949	-0.0097505	0.000487323	0.00045
-0.00275463	-0.00954401	0.000498546	0.0005
-0.00180719	-0.00955086	0.000449634	0.00045
-0.000861371	-0.00948903	0.000498588	0.0005
8.14622e-05	-0.00940076	0.000448783	0.00045
0.00138437	-0.00933259	0.000449459	0.00045
0.00233461	-0.00936792	0.000522718	0.0005
0.00333424	-0.00935498	0.000529953	0.0005
0.00431426	-0.00915946	0.00049908	0.0005
0.00534954	-0.00905235	0.000627769	0.00055
0.00708205	-0.00934979	0.000499321	0.0005
0.00797561	-0.00930759	0.0004	0.0004
0.00854344	-0.00987903	0.000397907	0.0004
0.00880298	-0.00905729	0.000795161	0.00055
0.00973054	-0.0094461	0.000498999	0.0005
0.0107716	-0.00950414	0.000502272	0.0005
0.0120003	-0.00917633	0.000499249	0.0005
-0.0109573	-0.00841956	0.000548654	0.00055
-0.00990379	-0.00835208	0.000499268	0.0005
-0.00896457	-0.00847914	0.000449713	0.00045
-0.00820435	-0.00885454	0.000399327	0.0004
-0.00740173	-0.00857962	0.00044848	0.00045
-0.00626322	-0.00850218	0.000449529	0.00045
-0.00421802	-0.00855139	0.000752403	0.00055
-0.00345944	-0.0089964	0.00039878	0.0004
-0.00233157	-0.00869544	0.000449119	0.00045
-0.00143321	-0.00873296	0.0004486	0.00045
-0.000397509	-0.00858201	0.000499833	0.0005
0.000696338	-0.00868007	0.000499732	0.0005
0.0016529	-0.00839281	0.00049863	0.0005
0.00265225	-0.00842023	0.000511185	0.0005
0.00365505	-0.00840873	0.000498498	0.0005
0.00471816	-0.00822414	0.000498914	0.0005
0.00630271	-0.00881055	0.000449827	0.00045
0.00713274	-0.00835176	0.000498543	0.0005
0.00807553	-0.00846426	0.00045	0.00045
0.0101729	-0.00854978	0.000499318	0.0005
0.0111714	-0.00858899	0.00049858	0.0005
-0.0119514	-0.00795326	0.000550006	0.00055
-0.0111472	-0.00736952	0.000449543	0.00045
-0.010322	-0.00756242	0.000399676	0.0004
-0.00947966	-0.00746764	0.000448928	0.00045
-0.0086266	-0.00770253	0.00039941	0.0004
-0.00688839	-0.0077376	0.000604218	0.00055
-0.00584891	-0.0076496	0.000498399	0.0005
-0.00484778	-0.0077521	0.000498869	0.0005
-0.00390378	-0.00765204	0.000449772	0.00045
-0.00218045	-0.00766775	0.000549696	0.00055
-0.00112332	-0.00783686	0.00049975	0.0005
0.000225027	-0.00779925	0.000498615	0.0005
0.00114928	-0.00758764	0.000448565	0.00045
0.00218258	-0.00759653	0.00045	0.00045
0.00312438	-0.00759869	0.00044994	0.00045
0.00406145	-0.00761315	0.000399653	0.0004
0.00570626	-0.00807387	0.000499802	0.0005
0.00656412	-0.00747099	0.00054916	0.00055
0.00843373	-0.00758502	0.00049888	0.0005
0.00925388	-0.00815697	0.000498869	0.0005
0.010231	-0.00755216	0.000498637	0.0005
0.0112202	-0.00740804	0.000499607	0.0005
0.0120008	-0.00803161	0.000499012	0.0005
-0.0120505	-0.0069633	0.000455156	0.00045
-0.0113171	-0.00653906	0.000399322	0.0004
-0.0104391	-0.00667993	0.000526497	0.0005
-0.00955185	-0.00662297	0.00039911	0.0004
-0.00871136	-0.00683833	0.000631424	0.0005
-0.0078324	-0.00729348	0.000499132	0.0005
-0.00652436	-0.00682031	0.000448467	0.00045
-0.00487144	-0.0068045	0.000449795	0.00045
-0.00387953	-0.00665764	0.000548503	0.00055
-0.00308666	-0.00725778	0.000449564	0.00045
-0.00235341	-0.00652195	0.00059895	0.0006
-0.0013978	-0.00692913	0.000449823	0.00045
-0.000461905	-0.00707395	0.000518352	0.0005
0.000558422	-0.00680949	0.000843901	0.0006
0.00166789	-0.00673902	0.000549596	0.00055
0.00271616	-0.00672208	0.00049849	0.0005
0.00365224	-0.00687033	0.000449357	0.00045
0.00472578	-0.007087	0.000448349	0.00045
0.00563078	-0.00712928	0.000449443	0.00045
0.00684084	-0.00657503	0.000399766	0.0004
0.00755071	-0.0071184	0.000499991	0.0005
0.00848856	-0.00658535	0.000498769	0.0005
0.00932453	-0.00713287	0.000499789	0.0005
0.0112208	-0.00651469	0.000398924	0.0004
0.0121001	-0.00714289	0.000400032	0.0004
-0.0120013	-0.00596561	0.000499285	0.0005
-0.00994466	-0.00587171	0.00045153	0.00045
-0.0090454	-0.00595328	0.000525893	0.00045
-0.00822234	-0.00612028	0.000399529	0.0004
-0.00737312	-0.00639906	0.000499248	0.0005
-0.00658722	-0.00570697	0.000575836	0.00055
-0.00570159	-0.00645799	0.000449101	0.00045
-0.00463498	-0.00579319	0.000598726	0.0006
-0.00322567	-0.00577439	0.000548371	0.00055
-0.000622348	-0.00614094	0.000449319	0.00045
0.000265407	-0.00580705	0.000498558	0.0005
0.00126849	-0.00576949	0.00049963	0.0005
0.00234474	-0.00574253	0.00054855	0.00055
0.00337173	-0.00596234	0.000499239	0.0005
0.00432773	-0.00629356	0.000782777	0.0005
0.00521538	-0.00633252	0.000449007	0.00045
0.00609911	-0.00616364	0.000449837	0.00045
0.00688505	-0.00577669	0.0003999	0.0004
0.00763454	-0.00617449	0.000447813	0.00045
0.00841931	-0.0056397	0.000449931	0.00045
0.00938093	-0.00613522	0.000498867	0.0005
0.0104505	-0.00629994	0.000399504	0.0004
0.0115229	-0.00572202	0.000448461	0.00045
0.0121003	-0.00634321	0.000399792	0.0004
-0.0119512	-0.00491924	0.000548867	0.00055
-0.0111624	-0.00552449	0.000447989	0.00045
-0.0102872	-0.00498789	0.000505256	0.0005
-0.00941961	-0.00520173	0.000399704	0.0004
-0.00857261	-0.00515186	0.000449889	0.00045
-0.00766357	-0.00542289	0.000498971	0.0005
-0.00697177	-0.00485643	0.000399215	0.0004
-0.00562345	-0.00547179	0.000449999	0.00045
-0.00390136	-0.0049071	0.000549875	0.00055
-0.00223329	-0.00543424	0.000498997	0.0005
-0.00113958	-0.00524151	0.000603023	0.0006
-0.000143028	-0.00495019	0.000448328	0.00045
0.00076032	-0.00496542	0.00045	0.00045
0.00174489	-0.00494955	0.000449484	0.00045
0.00324726	-0.00507729	0.000398741	0.0004
0.00426505	-0.00533797	0.00049952	0.0005
0.00526346	-0.00538651	0.000498129	0.0005
0.00600729	-0.00489052	0.00039987	0.0004
0.0068016	-0.00498152	0.000399379	0.0004
0.00759688	-0.0052757	0.000449812	0.00045
0.009228	-0.00514471	0.000498522	0.0005
0.0109541	-0.00490354	0.000549213	0.00055
0.0120012	-0.00490445	0.000498808	0.0005
-0.0110531	-0.00420471	0.000598292	0.0006
-0.00959539	-0.00442226	0.0003999	0.0004
-0.00883977	-0.00403693	0.000448877	0.00045
-0.00791609	-0.00444722	0.0005	0.0005
-0.00689056	-0.00401256	0.000449736	0.00045
-0.00607442	-0.00458471	0.000548575	0.00055
-0.00498091	-0.00469818	0.000549758	0.00055
-0.00429702	-0.00405715	0.000399085	0.0004
-0.00348933	-0.00406432	0.0004	0.0004
-0.0028478	-0.00471257	0.000448652	0.00045
-0.00192788	-0.00448288	0.000499721	0.0005
-0.000864091	-0.00418226	0.000499227	0.0005
0.000545378	-0.00414346	0.0004	0.0004
0.00143555	-0.0040536	0.000498948	0.0005
0.00257404	-0.00448938	0.000499146	0.0005
0.00385871	-0.00442567	0.000498375	0.0005
0.00486204	-0.0044717	0.000499312	0.0005
0.00648375	-0.0042483	0.000399806	0.0004
0.00745951	-0.00439437	0.000775157	0.0005
0.00829613	-0.00470285	0.00044935	0.00045
0.00905659	-0.00413664	0.000499111	0.0005
0.00998966	-0.00449367	0.000499877	0.0005
0.0120004	-0.00390442	0.000498774	0.0005
-0.0120001	-0.00365388	0.000499198	0.0005
-0.0111119	-0.00311175	0.000499446	0.0005
-0.0100687	-0.00361316	0.000548307	0.00055
-0.00840333	-0.0032508	0.000448869	0.00045
-0.00762897	-0.00359602	0.000399907	0.0004
-0.00692518	-0.00310474	0.00045	0.00045
-0.00607086	-0.00353658	0.000499125	0.0005
-0.00507436	-0.00361499	0.000498205	0.0005
-0.00424836	-0.00325908	0.000399859	0.0004
-0.00340137	-0.00321754	0.000449405	0.00045
-0.00264029	-0.00378264	0.000498934	0.0005
-0.00163818	-0.00347569	0.000549445	0.00055
-0.00011307	-0.00360394	0.00044877	0.00045
0.00122535	-0.00302626	0.000549464	0.00055
0.00233	-0.00342179	0.000598685	0.0006
0.003637	-0.00340142	0.00054954	0.00055
